"flag","gender","education","house_val","age","online","customer_psy","marriage","child","occupation","mortgage","house_owner","region","fam_income"
"N","M","4. Grad",75973,"1_Unk","Y","D","","N","Professional","1Low","Owner","Northeast","C"
"Y","F","2. Some College",216234,"4_<=45","Y","E","","Y","Professional","1Low","Owner","Midwest","E"
"Y","F","2. Some College",367929,"1_Unk","Y","C","Married","Y","Sales/Service","1Low","Owner","Midwest","G"
"N","M","1. HS",146496,"1_Unk","Y","E","","N","Blue Collar","1Low","Owner","Midwest","E"
"Y","F","1. HS",179610,"6_<=65","Y","B","","N","Retired","1Low","Owner","South","E"
"N","M","1. HS",223014,"5_<=55","Y","F","Married","Y","Professional","1Low","Owner","Northeast","E"
"Y","M","2. Some College",400994,"3_<=35","Y","C","Married","U","Professional","2Med","Owner","Northeast","G"
"Y","F","3. Bach",161865,"4_<=45","Y","E","","Y","Professional","1Low","","Midwest","F"
"Y","F","3. Bach",294300,"6_<=65","Y","B","Married","N","Professional","1Low","Owner","Northeast","G"
"Y","M","2. Some College",0,"5_<=55","Y","F","","Y","Professional","1Low","Owner","South","E"
"Y","F","2. Some College",134966,"4_<=45","N","E","Married","Y","Professional","1Low","Renter","West","E"
"Y","M","4. Grad",336213,"5_<=55","Y","B","Married","Y","Professional","1Low","Renter","West","E"
"Y","F","3. Bach",1127256,"4_<=45","Y","C","","Y","Sales/Service","3High","Owner","West","E"
"Y","M","1. HS",0,"6_<=65","Y","G","","N","Sales/Service","1Low","Renter","South","D"
"N","M","0. <HS",0,"7_>65","Y","G","","Y","Retired","1Low","Renter","Northeast","C"
"N","F","0. <HS",597768,"1_Unk","Y","G","Married","U","Professional","1Low","Renter","West","F"
"Y","F","2. Some College",998331,"6_<=65","N","B","","N","Professional","3High","Owner","West","J"
"Y","M","0. <HS",143400,"5_<=55","Y","F","Single","U","Blue Collar","1Low","Owner","Midwest","B"
"Y","M","1. HS",414200,"5_<=55","N","C","Married","U","Professional","3High","Owner","West","F"
"N","F","1. HS",0,"1_Unk","Y","G","Single","U","Sales/Service","1Low","","Northeast","D"
"N","M","0. <HS",400000,"1_Unk","N","G","Single","Y","Blue Collar","1Low","Renter","South","A"
"Y","F","3. Bach",0,"1_Unk","Y","G","Single","N","Sales/Service","1Low","Renter","South","D"
"N","U","4. Grad",0,"1_Unk","Y","G","","U","Sales/Service","1Low","Renter","Northeast","A"
"Y","U","2. Some College",253861,"4_<=45","N","E","","Y","Sales/Service","1Low","Renter","South","G"
"Y","F","1. HS",377052,"6_<=65","Y","B","Married","N","Others","1Low","Owner","South","C"
"Y","M","2. Some College",354642,"5_<=55","N","E","Married","U","Others","1Low","Owner","Midwest","H"
"Y","F","3. Bach",225630,"7_>65","Y","D","Married","N","Professional","1Low","Owner","West","E"
"N","U","2. Some College",126745,"1_Unk","Y","E","Married","Y","Sales/Service","1Low","Owner","Midwest","F"
"Y","F","3. Bach",215525,"6_<=65","Y","J","Single","N","Sales/Service","1Low","Owner","Northeast","F"
"Y","F","2. Some College",205574,"7_>65","Y","G","","N","Retired","1Low","Renter","Northeast","E"
"Y","M","2. Some College",327026,"1_Unk","Y","B","","U","Farm","2Med","Owner","South","F"
"N","F","3. Bach",0,"3_<=35","N","E","","Y","Professional","1Low","Owner","Northeast","E"
"N","F","1. HS",254880,"3_<=35","Y","C","","Y","Sales/Service","2Med","Owner","West","B"
"Y","M","2. Some College",342260,"1_Unk","Y","F","","U","Professional","3High","Owner","West","I"
"Y","M","4. Grad",315840,"6_<=65","N","B","Married","N","Professional","1Low","Owner","South","I"
"Y","M","0. <HS",163170,"7_>65","Y","D","Married","N","Retired","2Med","Owner","West","F"
"N","F","1. HS",401294,"5_<=55","N","G","Single","N","Sales/Service","1Low","Renter","Northeast","C"
"N","F","3. Bach",344858,"1_Unk","Y","B","","N","Professional","3High","Owner","West","H"
"N","M","2. Some College",703213,"5_<=55","Y","I","","N","Blue Collar","1Low","Owner","West","C"
"N","F","2. Some College",600000,"4_<=45","N","E","","Y","Sales/Service","1Low","Renter","South","B"
"N","F","2. Some College",269775,"1_Unk","N","J","","Y","Blue Collar","1Low","Owner","Northeast","B"
"N","M","1. HS",0,"1_Unk","Y","E","","N","Professional","1Low","Renter","Northeast","A"
"Y","F","1. HS",138866,"1_Unk","N","F","","Y","Sales/Service","1Low","Renter","Northeast","D"
"N","M","2. Some College",332997,"5_<=55","Y","C","","Y","Blue Collar","1Low","Renter","Midwest","E"
"N","F","3. Bach",266832,"6_<=65","Y","C","","Y","Retired","2Med","Owner","West","I"
"N","F","3. Bach",5000000,"1_Unk","N","C","Married","U","Professional","1Low","Owner","West","L"
"Y","F","4. Grad",2172064,"5_<=55","Y","B","Married","Y","Professional","3High","Owner","South","L"
"Y","F","4. Grad",152600,"3_<=35","N","D","Married","N","Professional","1Low","Owner","Midwest","A"
"N","M","4. Grad",761910,"2_<=25","N","A","Single","U","Professional","1Low","Owner","South","F"
"N","M","2. Some College",218981,"3_<=35","N","F","","N","Professional","1Low","Owner","South","E"
"Y","F","4. Grad",98917,"1_Unk","Y","F","Married","Y","Blue Collar","1Low","","South","F"
"Y","M","0. <HS",0,"7_>65","Y","D","","N","Retired","1Low","Owner","Northeast","B"
"N","F","0. <HS",0,"2_<=25","N","J","Married","Y","Blue Collar","1Low","Owner","South","D"
"N","U","0. <HS",0,"1_Unk","N","F","Married","Y","Blue Collar","1Low","Renter","South","B"
"N","F","0. <HS",370625,"4_<=45","Y","I","Married","U","Professional","1Low","Owner","South","K"
"N","M","2. Some College",213731,"4_<=45","N","E","Married","Y","Sales/Service","2Med","Owner","South","F"
"N","F","1. HS",173964,"7_>65","Y","H","","N","Retired","1Low","Owner","South","E"
"N","F","3. Bach",89435,"5_<=55","Y","H","Single","Y","Professional","1Low","Renter","South","E"
"N","F","2. Some College",132860,"1_Unk","Y","F","Married","N","Blue Collar","1Low","Renter","South","D"
"N","U","0. <HS",157537,"5_<=55","N","F","","Y","Blue Collar","2Med","Owner","Midwest","F"
"N","F","1. HS",80769,"4_<=45","N","G","Married","N","Sales/Service","2Med","Owner","South","E"
"Y","F","1. HS",277732,"4_<=45","Y","C","","Y","Farm","1Low","Owner","West","F"
"N","M","3. Bach",80769,"5_<=55","Y","F","Married","N","Professional","1Low","Owner","Northeast","E"
"N","M","2. Some College",226611,"6_<=65","N","C","Married","U","Sales/Service","1Low","Owner","South","E"
"N","F","3. Bach",342914,"7_>65","Y","E","Married","N","Retired","1Low","Owner","Northeast","E"
"Y","M","3. Bach",883499,"5_<=55","Y","C","Married","U","Sales/Service","1Low","Owner","Northeast","E"
"Y","U","3. Bach",708391,"1_Unk","N","E","","N","Professional","1Low","Renter","Northeast","E"
"Y","M","4. Grad",544455,"5_<=55","Y","B","Married","U","Professional","1Low","Owner","South","J"
"N","M","4. Grad",0,"3_<=35","Y","A","Married","U","Blue Collar","1Low","Renter","Northeast","F"
"N","M","1. HS",0,"1_Unk","N","J","Married","U","Blue Collar","1Low","Owner","Northeast","E"
"Y","F","2. Some College",164263,"5_<=55","Y","E","Single","Y","Professional","1Low","Renter","West","H"
"Y","M","2. Some College",132456,"1_Unk","N","G","","Y","Blue Collar","1Low","Renter","Midwest","F"
"Y","F","2. Some College",589120,"4_<=45","N","B","","Y","Professional","1Low","Owner","West","E"
"N","M","0. <HS",288904,"3_<=35","Y","B","","N","Sales/Service","1Low","Owner","South","G"
"Y","M","2. Some College",0,"1_Unk","Y","G","Single","U","Sales/Service","1Low","Renter","Northeast","A"
"N","M","3. Bach",540531,"1_Unk","Y","E","","N","Others","3High","Owner","Northeast","A"
"Y","F","4. Grad",316688,"5_<=55","Y","A","Married","N","Professional","1Low","Owner","Northeast","J"
"N","F","1. HS",302246,"5_<=55","N","B","Married","U","Sales/Service","1Low","Owner","South","E"
"Y","M","3. Bach",1644101,"4_<=45","N","E","Single","U","Blue Collar","1Low","Renter","Northeast","I"
"N","F","0. <HS",337900,"6_<=65","Y","B","Married","N","Professional","1Low","Owner","West","F"
"N","F","3. Bach",235322,"6_<=65","Y","F","Married","U","Professional","1Low","","South","E"
"N","M","3. Bach",0,"5_<=55","Y","C","Married","Y","Professional","1Low","Owner","Midwest","G"
"N","M","2. Some College",130800,"4_<=45","N","E","Married","Y","Sales/Service","1Low","Owner","Midwest","H"
"N","M","2. Some College",615850,"4_<=45","Y","C","Married","Y","Sales/Service","3High","Owner","South","G"
"N","F","0. <HS",134985,"5_<=55","Y","C","Married","U","Professional","2Med","Owner","Midwest","G"
"N","M","3. Bach",0,"3_<=35","N","J","","N","Blue Collar","1Low","Owner","South","E"
"Y","M","4. Grad",298551,"5_<=55","Y","B","Married","Y","Professional","2Med","Owner","South","J"
"N","F","0. <HS",58692,"3_<=35","N","J","Married","Y","Sales/Service","1Low","Owner","South","D"
"Y","F","2. Some College",211898,"3_<=35","Y","C","Married","Y","Sales/Service","1Low","Owner","Northeast","F"
"Y","M","3. Bach",283532,"1_Unk","Y","C","","Y","Professional","3High","Owner","South","I"
"Y","M","0. <HS",372780,"4_<=45","Y","B","","N","Professional","1Low","Owner","South","F"
"N","F","4. Grad",252857,"3_<=35","Y","A","","U","Sales/Service","1Low","Renter","South","E"
"N","F","2. Some College",0,"4_<=45","N","I","Single","Y","Sales/Service","1Low","Renter","South","A"
"Y","M","3. Bach",739674,"3_<=35","N","B","Single","Y","Professional","1Low","","Northeast","L"
"N","M","2. Some College",257894,"4_<=45","Y","C","Married","Y","Sales/Service","2Med","Owner","Midwest","G"
"Y","M","0. <HS",225085,"6_<=65","Y","B","Married","Y","Others","2Med","Owner","South","I"
"Y","M","4. Grad",280566,"7_>65","Y","D","Married","N","Professional","1Low","Owner","South","I"
"N","U","3. Bach",0,"1_Unk","Y","H","","N","Professional","1Low","","South","F"
"Y","M","2. Some College",314858,"4_<=45","N","A","Married","Y","Professional","1Low","Renter","South","E"
"N","M","2. Some College",542002,"6_<=65","Y","B","","N","Blue Collar","3High","Owner","West","G"
"Y","F","1. HS",164317,"5_<=55","Y","E","Married","N","Blue Collar","1Low","Renter","Midwest","E"
"Y","M","4. Grad",710113,"5_<=55","Y","B","Married","N","Professional","1Low","Owner","South","C"
"N","F","3. Bach",1090872,"4_<=45","Y","B","Single","N","Professional","1Low","Owner","Northeast","J"
"N","M","4. Grad",606585,"1_Unk","Y","B","","Y","Professional","3High","Owner","South","K"
"N","M","4. Grad",208462,"3_<=35","Y","C","Married","Y","Professional","1Low","Owner","South","F"
"N","F","1. HS",297962,"2_<=25","N","I","","N","Sales/Service","1Low","Owner","West","F"
"N","M","4. Grad",168623,"7_>65","Y","D","Married","N","Professional","1Low","Owner","West","D"
"N","F","3. Bach",3976843,"1_Unk","Y","B","","N","Professional","1Low","Owner","Rest","L"
"Y","F","4. Grad",901484,"6_<=65","Y","B","","U","Professional","1Low","Renter","Northeast","L"
"Y","F","1. HS",0,"6_<=65","N","E","","N","Sales/Service","1Low","","Northeast","G"
"Y","F","3. Bach",403300,"3_<=35","Y","C","","Y","Sales/Service","3High","Owner","West","C"
"Y","F","2. Some College",0,"6_<=65","Y","J","","Y","Sales/Service","1Low","","Northeast","E"
"N","F","1. HS",112206,"5_<=55","Y","E","Married","Y","Sales/Service","1Low","Owner","Northeast","E"
"Y","M","2. Some College",0,"4_<=45","N","E","","U","Professional","1Low","Renter","Rest","H"
"Y","M","3. Bach",0,"4_<=45","N","A","Married","Y","Sales/Service","1Low","","South","C"
"Y","M","3. Bach",311958,"4_<=45","Y","B","Married","U","Professional","1Low","Owner","South","K"
"N","M","0. <HS",77826,"2_<=25","N","E","Married","N","Sales/Service","1Low","Owner","South","F"
"Y","M","4. Grad",524028,"5_<=55","Y","C","Married","Y","Professional","3High","Owner","Midwest","C"
"N","F","1. HS",220180,"7_>65","Y","D","","N","Retired","1Low","Owner","South","D"
"N","F","2. Some College",0,"4_<=45","N","F","Single","Y","Sales/Service","1Low","Owner","Northeast","C"
"Y","F","3. Bach",1246183,"4_<=45","Y","C","Married","Y","Professional","3High","Owner","South","L"
"N","M","3. Bach",0,"1_Unk","Y","E","","Y","Sales/Service","1Low","Renter","South","C"
"Y","M","3. Bach",228900,"3_<=35","Y","C","Married","U","Others","2Med","Owner","South","E"
"N","F","4. Grad",289634,"4_<=45","Y","D","Married","N","Professional","1Low","Owner","West","F"
"N","M","3. Bach",0,"3_<=35","Y","G","Married","Y","Sales/Service","1Low","Renter","West","F"
"Y","M","3. Bach",459108,"5_<=55","N","A","Single","U","Professional","1Low","","Northeast","K"
"N","U","3. Bach",726485,"1_Unk","N","B","Married","U","Professional","3High","Owner","Northeast","K"
"N","F","1. HS",0,"7_>65","Y","D","","N","Retired","1Low","Owner","Northeast","E"
"N","M","3. Bach",588491,"1_Unk","Y","A","","Y","Professional","1Low","Owner","West","K"
"N","M","4. Grad",430332,"1_Unk","Y","B","","N","Sales/Service","1Low","Owner","Midwest","J"
"N","M","4. Grad",689163,"6_<=65","Y","B","Married","N","Professional","3High","Owner","South","I"
"N","F","2. Some College",163500,"2_<=25","Y","F","","Y","Sales/Service","2Med","Owner","Midwest","C"
"N","M","1. HS",175490,"6_<=65","N","B","Married","N","Professional","1Low","Owner","South","D"
"N","M","2. Some College",256781,"2_<=25","N","A","","U","Blue Collar","1Low","Renter","Midwest","A"
"N","M","3. Bach",0,"5_<=55","Y","J","","Y","Sales/Service","1Low","Owner","Northeast","F"
"Y","M","4. Grad",368609,"7_>65","Y","B","Married","N","Professional","3High","Owner","West","J"
"N","M","2. Some College",0,"3_<=35","N","G","Married","U","Sales/Service","1Low","Renter","Midwest","B"
"Y","F","3. Bach",336928,"5_<=55","Y","I","Married","Y","Blue Collar","1Low","Owner","West","F"
"Y","F","4. Grad",1879596,"4_<=45","Y","B","Married","Y","Professional","1Low","Owner","South","B"
"Y","M","2. Some College",555900,"5_<=55","N","E","Married","Y","Professional","3High","Owner","Midwest","E"
"N","F","0. <HS",0,"1_Unk","N","G","Single","U","Sales/Service","1Low","Renter","South","A"
"N","M","2. Some College",129668,"4_<=45","N","J","Married","Y","Sales/Service","1Low","Owner","South","F"
"N","M","2. Some College",358555,"7_>65","Y","D","","N","Sales/Service","2Med","Owner","Northeast","F"
"N","F","2. Some College",147150,"5_<=55","N","C","Married","Y","Blue Collar","1Low","Owner","South","F"
"N","F","2. Some College",0,"3_<=35","N","G","Single","Y","Professional","1Low","Renter","West","D"
"Y","M","3. Bach",319762,"6_<=65","Y","C","","Y","Sales/Service","1Low","Owner","South","G"
"N","M","0. <HS",193660,"4_<=45","N","C","Married","Y","Sales/Service","1Low","Owner","South","K"
"N","M","2. Some College",0,"2_<=25","N","B","","N","Blue Collar","1Low","Owner","Midwest","E"
"Y","M","1. HS",208299,"6_<=65","Y","E","Single","Y","Blue Collar","1Low","Owner","South","E"
"N","M","3. Bach",158431,"5_<=55","Y","I","","N","Sales/Service","1Low","Owner","Midwest","E"
"N","M","1. HS",60658,"5_<=55","Y","F","Married","Y","Blue Collar","1Low","Owner","Northeast","E"
"N","F","1. HS",129328,"1_Unk","N","G","","Y","Sales/Service","1Low","","West","D"
"N","F","1. HS",0,"1_Unk","N","E","","Y","Sales/Service","1Low","Renter","Northeast","D"
"N","F","",879275,"1_Unk","Y","C","","U","Sales/Service","1Low","Renter","South","C"
"N","F","2. Some College",172841,"5_<=55","N","E","Married","Y","Sales/Service","1Low","Owner","West","E"
"Y","F","3. Bach",270167,"6_<=65","Y","E","Married","U","Professional","2Med","Owner","South","E"
"N","F","2. Some College",386557,"6_<=65","Y","C","","Y","Sales/Service","2Med","Owner","Midwest","J"
"N","M","1. HS",116575,"7_>65","Y","F","","U","Retired","1Low","Owner","Midwest","G"
"N","F","2. Some College",196069,"6_<=65","Y","E","","Y","Sales/Service","2Med","Owner","South","F"
"N","F","2. Some College",36556,"1_Unk","Y","G","","Y","Sales/Service","1Low","Owner","South","F"
"N","F","3. Bach",129601,"5_<=55","Y","J","Married","N","Professional","1Low","Owner","South","E"
"Y","F","0. <HS",293945,"5_<=55","N","B","Married","Y","Professional","2Med","Owner","South","G"
"N","F","1. HS",313920,"6_<=65","Y","E","Married","Y","Blue Collar","1Low","Owner","West","F"
"N","M","2. Some College",447336,"7_>65","Y","E","Single","N","Retired","1Low","Owner","West","E"
"N","F","2. Some College",389348,"1_Unk","Y","C","","N","Professional","3High","Owner","West","G"
"N","F","2. Some College",43997,"5_<=55","N","D","","N","Blue Collar","1Low","Owner","South","C"
"N","F","0. <HS",898819,"4_<=45","Y","B","","N","Sales/Service","1Low","Renter","West","K"
"Y","M","3. Bach",743859,"4_<=45","Y","C","Married","Y","Professional","1Low","Owner","Northeast","K"
"Y","M","2. Some College",334564,"3_<=35","N","E","Married","Y","Blue Collar","1Low","Owner","Rest","B"
"Y","M","2. Some College",192276,"3_<=35","N","F","","Y","Blue Collar","2Med","Owner","South","E"
"N","M","1. HS",113697,"5_<=55","Y","F","Married","N","Others","1Low","Owner","South","D"
"N","M","4. Grad",325232,"3_<=35","Y","C","","Y","Professional","2Med","Owner","South","I"
"Y","M","4. Grad",403610,"3_<=35","N","B","Married","Y","Others","3High","Owner","Midwest","K"
"N","M","2. Some College",505836,"1_Unk","N","C","Married","Y","Sales/Service","1Low","Owner","South","F"
"N","F","1. HS",52810,"1_Unk","N","F","Single","U","Sales/Service","1Low","","South","B"
"N","M","2. Some College",755479,"2_<=25","Y","B","Single","N","Professional","3High","Owner","Midwest","L"
"Y","F","3. Bach",633017,"6_<=65","Y","B","","N","Professional","1Low","","West","K"
"N","U","4. Grad",544945,"3_<=35","Y","A","","Y","Others","1Low","Owner","South","C"
"Y","F","4. Grad",198271,"4_<=45","Y","J","Married","Y","Professional","1Low","Owner","Northeast","F"
"N","M","3. Bach",356430,"2_<=25","N","B","","U","Professional","1Low","Owner","South","I"
"Y","M","2. Some College",482913,"2_<=25","N","C","Single","N","Sales/Service","1Low","Owner","Midwest","H"
"Y","F","3. Bach",383189,"7_>65","Y","B","","U","Sales/Service","1Low","Owner","West","G"
"Y","F","3. Bach",173440,"4_<=45","Y","B","","N","Blue Collar","1Low","Owner","Midwest","G"
"N","M","0. <HS",209280,"1_Unk","Y","E","","Y","Blue Collar","2Med","Owner","West","E"
"N","M","1. HS",166770,"1_Unk","N","I","","Y","Sales/Service","1Low","Renter","West","C"
"N","F","2. Some College",276760,"1_Unk","N","E","Married","Y","Sales/Service","3High","Owner","West","G"
"N","F","4. Grad",464667,"3_<=35","Y","B","Married","N","Professional","2Med","Owner","South","I"
"Y","F","1. HS",184765,"6_<=65","Y","E","","Y","Blue Collar","1Low","Owner","South","E"
"N","F","1. HS",82251,"5_<=55","N","B","Married","Y","Blue Collar","1Low","Owner","South","I"
"N","M","2. Some College",883717,"1_Unk","N","B","Single","U","Professional","1Low","Owner","South","E"
"Y","M","3. Bach",160840,"4_<=45","N","F","Married","Y","Sales/Service","1Low","","West","E"
"Y","M","3. Bach",637650,"4_<=45","N","C","Married","Y","Professional","1Low","Owner","West","E"
"Y","F","2. Some College",745996,"5_<=55","Y","E","Single","U","Professional","1Low","Owner","West","G"
"Y","F","2. Some College",286234,"1_Unk","Y","B","","Y","Sales/Service","2Med","Owner","West","E"
"Y","M","3. Bach",479120,"1_Unk","Y","C","","U","Blue Collar","1Low","","West","E"
"N","M","2. Some College",351699,"4_<=45","Y","C","Married","Y","Professional","1Low","Renter","West","G"
"N","F","3. Bach",158704,"5_<=55","Y","F","","U","Professional","1Low","","Midwest","C"
"Y","M","3. Bach",397850,"4_<=45","N","A","Married","Y","Professional","3High","Owner","West","A"
"N","F","4. Grad",1209666,"1_Unk","Y","C","Married","Y","Professional","1Low","Renter","South","L"
"Y","M","2. Some College",141558,"4_<=45","Y","J","Married","U","Professional","1Low","Owner","South","B"
"Y","F","3. Bach",511859,"5_<=55","Y","B","","U","Professional","3High","Owner","South","J"
"Y","F","3. Bach",274902,"3_<=35","Y","C","Married","Y","Professional","2Med","Owner","West","B"
"Y","M","2. Some College",923524,"4_<=45","Y","C","Married","Y","Professional","1Low","Owner","South","G"
"Y","F","3. Bach",1267670,"3_<=35","Y","B","","N","Professional","2Med","Owner","West","G"
"N","M","1. HS",400945,"4_<=45","Y","C","Married","Y","Blue Collar","1Low","Owner","Midwest","F"
"N","F","0. <HS",0,"1_Unk","N","G","Single","Y","Professional","1Low","","South","A"
"Y","F","1. HS",0,"7_>65","Y","J","","N","Retired","1Low","","Midwest","E"
"N","F","2. Some College",76518,"5_<=55","N","F","Married","Y","Professional","1Low","Owner","Northeast","D"
"Y","M","2. Some College",79597,"4_<=45","Y","G","Married","Y","Blue Collar","1Low","Renter","Northeast","D"
"Y","M","3. Bach",358230,"5_<=55","Y","B","Married","U","Professional","2Med","Owner","West","H"
"N","F","2. Some College",133111,"1_Unk","N","I","Married","Y","Farm","1Low","Owner","Midwest","A"
"N","F","2. Some College",710244,"3_<=35","N","E","","Y","Sales/Service","1Low","Renter","Northeast","I"
"Y","M","3. Bach",545000,"6_<=65","Y","D","Married","N","Professional","1Low","Owner","Northeast","D"
"N","M","2. Some College",994080,"2_<=25","Y","B","","N","Professional","1Low","Owner","Northeast","L"
"N","F","1. HS",276640,"7_>65","Y","D","","N","Retired","1Low","Owner","South","D"
"N","M","4. Grad",211105,"1_Unk","Y","E","","N","Professional","2Med","Owner","South","E"
"Y","M","3. Bach",424064,"5_<=55","Y","B","Married","Y","Sales/Service","2Med","Owner","Northeast","D"
"Y","F","2. Some College",334163,"4_<=45","Y","C","Married","Y","Blue Collar","2Med","Owner","South","G"
"N","F","3. Bach",566887,"5_<=55","Y","C","Married","U","Professional","2Med","Owner","South","J"
"Y","M","3. Bach",201973,"4_<=45","Y","E","","Y","Blue Collar","2Med","Owner","Midwest","E"
"N","M","2. Some College",291476,"1_Unk","Y","F","","N","Professional","1Low","Owner","West","D"
"N","F","0. <HS",276903,"5_<=55","N","I","","N","Blue Collar","1Low","Renter","West","D"
"Y","M","2. Some College",562440,"4_<=45","Y","C","Married","Y","Blue Collar","1Low","Owner","West","B"
"Y","M","2. Some College",219090,"5_<=55","Y","E","Married","N","Sales/Service","1Low","Owner","Midwest","G"
"N","M","1. HS",0,"5_<=55","N","E","Married","U","Blue Collar","1Low","Renter","South","E"
"Y","F","1. HS",0,"7_>65","Y","G","","U","Retired","1Low","Renter","South","A"
"Y","M","1. HS",169484,"6_<=65","Y","B","Married","N","Blue Collar","1Low","Owner","West","E"
"Y","M","3. Bach",206925,"5_<=55","Y","C","Married","Y","Professional","2Med","Owner","South","F"
"N","F","2. Some College",93740,"1_Unk","Y","F","Married","Y","Professional","1Low","","Midwest","F"
"N","M","3. Bach",114068,"7_>65","Y","I","Married","N","Retired","1Low","Owner","Midwest","F"
"Y","M","4. Grad",340559,"5_<=55","Y","F","Married","Y","Professional","1Low","Owner","Northeast","I"
"Y","M","2. Some College",57257,"2_<=25","Y","F","","Y","Professional","1Low","Owner","South","F"
"Y","M","2. Some College",276053,"4_<=45","Y","C","Married","Y","Others","2Med","Owner","South","F"
"N","F","2. Some College",0,"5_<=55","Y","J","Married","Y","Sales/Service","1Low","Renter","Midwest","F"
"N","M","2. Some College",60059,"5_<=55","Y","J","Married","U","Sales/Service","1Low","Owner","Midwest","E"
"N","M","3. Bach",0,"4_<=45","N","E","Single","Y","Sales/Service","1Low","Renter","Rest","F"
"Y","M","1. HS",383287,"7_>65","N","D","Married","U","Retired","1Low","Owner","Northeast","G"
"N","U","0. <HS",268262,"6_<=65","Y","C","","Y","Professional","1Low","Owner","West","D"
"Y","M","2. Some College",0,"5_<=55","Y","E","Single","Y","Sales/Service","1Low","Renter","South","B"
"Y","F","1. HS",0,"1_Unk","Y","F","Married","N","Sales/Service","1Low","","Midwest","E"
"Y","M","1. HS",0,"6_<=65","Y","B","Married","N","Sales/Service","1Low","Owner","South","E"
"N","M","2. Some College",0,"1_Unk","N","G","","U","Sales/Service","1Low","Renter","Midwest","E"
"N","F","3. Bach",218697,"7_>65","Y","B","Married","N","Retired","1Low","Owner","Midwest","E"
"N","M","1. HS",138750,"5_<=55","Y","B","Married","N","Sales/Service","1Low","Owner","Midwest","A"
"Y","F","2. Some College",378993,"4_<=45","Y","E","","U","Professional","2Med","Owner","South","G"
"N","F","1. HS",0,"6_<=65","Y","J","Married","N","Sales/Service","1Low","Owner","South","E"
"Y","F","3. Bach",272391,"4_<=45","Y","C","","Y","Sales/Service","2Med","Owner","West","G"
"N","M","0. <HS",224234,"6_<=65","N","J","","N","Sales/Service","1Low","Owner","Northeast","B"
"Y","M","0. <HS",211732,"1_Unk","N","E","Married","Y","Blue Collar","1Low","Owner","Midwest","E"
"N","M","2. Some College",846940,"1_Unk","Y","D","Married","N","Professional","1Low","Owner","West","G"
"N","F","4. Grad",215275,"1_Unk","N","C","","U","Sales/Service","2Med","Owner","South","E"
"Y","M","3. Bach",400738,"4_<=45","Y","C","Married","U","Professional","1Low","Owner","Northeast","C"
"Y","M","4. Grad",323664,"3_<=35","Y","B","","N","Professional","1Low","Owner","Northeast","E"
"Y","M","2. Some College",68320,"4_<=45","Y","E","Married","Y","Blue Collar","1Low","","West","E"
"Y","M","0. <HS",204188,"4_<=45","Y","F","Married","Y","Sales/Service","1Low","Owner","Midwest","G"
"N","F","3. Bach",199470,"7_>65","Y","D","","N","Professional","2Med","Owner","South","I"
"N","M","2. Some College",816944,"5_<=55","Y","E","Married","Y","Sales/Service","1Low","Renter","West","H"
"N","F","0. <HS",89870,"1_Unk","N","E","","U","Sales/Service","3High","Owner","South","F"
"Y","M","3. Bach",161779,"1_Unk","N","C","Married","Y","Sales/Service","2Med","Owner","South","F"
"Y","F","4. Grad",0,"3_<=35","Y","E","Single","U","Professional","1Low","Renter","South","A"
"Y","M","3. Bach",684847,"5_<=55","Y","B","Single","Y","Professional","1Low","Owner","South","K"
"Y","F","1. HS",401719,"5_<=55","Y","B","Married","Y","Blue Collar","1Low","Owner","South","F"
"Y","M","4. Grad",339969,"6_<=65","Y","B","Married","N","Retired","1Low","Owner","Midwest","H"
"N","F","1. HS",55130,"7_>65","Y","D","Married","N","Retired","1Low","","Midwest","D"
"Y","M","3. Bach",0,"5_<=55","Y","E","Single","U","Professional","1Low","","South","G"
"N","M","3. Bach",583362,"7_>65","Y","C","","U","Sales/Service","3High","Owner","Midwest","G"
"N","F","4. Grad",250155,"4_<=45","Y","C","Married","Y","Professional","1Low","Owner","South","E"
"Y","M","3. Bach",280566,"6_<=65","Y","B","Married","N","Professional","1Low","Owner","Midwest","G"
"N","M","3. Bach",1392932,"1_Unk","Y","C","Married","U","Professional","1Low","Owner","Northeast","G"
"Y","M","4. Grad",60342,"5_<=55","Y","C","Married","Y","Professional","1Low","Owner","South","L"
"Y","M","1. HS",670840,"3_<=35","N","B","Single","N","Sales/Service","1Low","Owner","South","J"
"N","U","3. Bach",352288,"1_Unk","Y","B","","U","Sales/Service","1Low","Owner","Midwest","F"
"Y","M","3. Bach",426844,"4_<=45","Y","C","Married","U","Professional","3High","Owner","Northeast","I"
"Y","M","4. Grad",291160,"4_<=45","Y","A","Single","Y","Blue Collar","3High","Owner","Northeast","E"
"N","M","1. HS",69225,"1_Unk","N","G","","Y","Sales/Service","1Low","Renter","West","E"
"Y","M","0. <HS",1000000,"7_>65","Y","B","Married","N","Retired","1Low","Owner","West","G"
"Y","M","1. HS",151902,"5_<=55","Y","E","Married","Y","Blue Collar","1Low","Owner","South","F"
"Y","M","0. <HS",238056,"6_<=65","N","E","Married","N","Blue Collar","1Low","Renter","Midwest","I"
"N","F","1. HS",0,"1_Unk","N","F","Married","N","Sales/Service","1Low","","Midwest","D"
"N","M","0. <HS",330488,"7_>65","N","E","Married","Y","Blue Collar","1Low","Owner","Northeast","F"
